business_id,topic_1,topic_2,topic_3,topic_4
enyOZKWtkvH0VBzfnKveZA,0.38650238543394955,0.4625533099144949,0.25153822405470266,0.17050283305934885
xetcxlZ7p1YTjLj94KafOQ,0.480689198037216,0.4962257605749424,0.4470554859695254,0.4753868514652645
Sh_c-UZ8Tk_H1porVieNmA,0.26694589551596165,0.2920832030566298,0.48208819845234835,0.36097157250896716
L772e6l2Yd0DJEyCBxBNng,0.3302494794218765,0.17403204711857737,0.10569809295076713,0.16877677800922541
Gm---0O1y_4TAQAl5qKvqQ,0.4884743271383404,0.33464074471812333,0.38824949729788316,0.7051991381503392
okeUtkqtXlc8fjGuduJubg,0.5123945022169166,0.48227956608858646,0.4380750436536203,0.48474664803031703
XFuNeVTGWZ-UOYO58NNmKg,0.40307226031634996,0.16422745815640105,0.1811055456257312,0.3098813798886624
v14P9-vB1yjxFfFEYEWudw,0.24489301891892135,0.31048913410110496,0.42068954460640423,0.3254846131003995
YgBQEX8dB27FdYj7PaPhPw,0.20282771063696667,0.26770131824262877,0.2834107693225834,0.4362576151925355
wjxggu83cRkbsp4OlTb48w,0.0,0.0,0.0,0.0
ues2rFe_hbRC7s232PX5QA,0.1554114715963546,0.13668592886281936,0.14443584823051728,0.4195457530619141
xtDZdPaHwhAwoo77QV9Oeg,0.23561196968619197,0.27883926334661724,0.26902772205529574,0.3775023185318999
HlYzk84INQaNslFT-lyBFw,0.24482059236474282,0.2429582719147681,0.3142175881914919,0.231361811937977
yxj0P4O-ydn2KTzOut86QA,0.27505867187983063,0.2649491710814774,0.2815451862609888,0.36900144276084124
sPd3E7lFzd_yooiq-ekxtQ,0.17139662830948607,0.21898458075056093,0.26104189805542616,0.2650784074785244
TNV-nSWQ_pN6wrMwAgxSkA,0.6132809213664692,0.4948503748449509,0.4780054987009296,0.30506399965503916
cUy8ww2wcqW-1RJLNSvBkA,0.23460761257076998,0.2897795066674887,0.2690805816365337,0.29937499632301257
x0LohgBoD53hIa3BMM00PQ,0.23108988155881088,0.20951668708927448,0.5771909201074684,0.33369393639739336
BgIIbIvVRk9vG-jt8KAenw,0.5015453526496971,0.5465520718008903,0.4095767826804038,0.4087709094244481
OQzCZQl9BLU6d1HBxbCHCQ,0.3883146636746266,0.5203305974489588,0.44793046422158145,0.4656525159122791
d6VYQbeTZ_WdD8Uuhh35dg,0.2701396309202487,0.4747388271871404,0.20979769888558744,0.24544344105907315
lUzX5Prr8TfXeWRt94POBg,0.5568889594818697,0.3357639015536424,0.3643273745722967,0.3522608309593418
2YlUn3s132hNq5ueGeIiJg,0.12536006753212253,0.234528798898386,0.44648384922667295,0.17198274038541297
vR5Hppx__U_VXObK8VPLOw,0.3079915470548266,0.25152969513175466,0.40155419078722177,0.35437188252483764
kz5UANVmPxpllcoLnZBNhg,0.20777448758557054,0.29352459550324217,0.30022941704349865,0.43862172354751805
u2b3bHo4BES5al0nBJj1Ww,0.0,0.0,0.0,0.0
z8GAde4s3z_tn-SnaGKi6Q,0.5043870971572906,0.7848611062935746,0.49379201644458476,0.5002122846924456
wUqqq1nUFA8Fn-3vYYFyWQ,0.2899490780548937,0.178748003283727,0.30876815432636306,0.1795469556955295
tORH_LDga3t1bbuluhuxiQ,0.2517231175010714,0.3060858386470582,0.3396534481257217,0.2954782005737649
8R2Gm4lsS90JG9jIYHlfeg,0.38677874634929726,0.3094684760360998,0.20018244739240634,0.19983066541881161
BF4RaOWyjLDa9OvriKc1sA,0.2788123447502245,0.22990350738767193,0.4097501551755405,0.3643186293390522
HO2knNxcc_8lFtgGxN8q2A,0.27856888016598125,0.28352640996038136,0.1595531694479457,0.21095870209813522
zjwdU1OdlbKTGjm-IfD4TQ,0.14113137195190173,0.17354035284756156,0.35839825879569087,0.42991158179714695
DIUK7_PjGCOMcpS2fBiALg,0.1622824649135231,0.33664316083566215,0.42982316973101914,0.21922889102825893
6zZDTZ4ZZEYfN268iPz0uQ,0.7786908121730082,0.4801700583355617,0.3397484201396114,0.4485922610597736
