business_id,topic_1,topic_2,topic_3,topic_4,topic_5
GGfavkYjctCjBpz3Zun4RA,0.19181353908815055,0.2812636885060676,0.29062058505699856,0.24035110832541431,0.24843985690127576
8z_O9Km2jkDneS8s8Gx7hA,0.40789660874705497,0.29799663565791334,0.24579999018265644,0.4605157741715457,0.29625131438319163
dsIHIXyAl_ldqkd8QekvTQ,0.24047407231190593,0.126930960420263,0.2512757255657833,0.17787035428091236,0.1807803790435108
8idRgzKzCZ2l2_d7nUSQDQ,0.47119362662646985,0.37461034908202107,0.4801327163812921,0.32497721517091094,0.3534520389673117
eSp5ge9VAwTywZKlJ_LBvA,0.17572234801473263,0.13080090172279923,0.14393837239473067,0.346582089521722,0.11672065154554032
dyq9my28t5NW8N-6s8OgfA,0.10018638552881282,0.19816735076886338,0.22263615515366167,0.11918011278559927,0.37080386408055704
V_RCxGOkOI2sV9V25zTwrg,0.6281632708772198,0.4125405342157299,0.4978954446524196,0.371174996258266,0.3347733678952922
F-bdXFkJwwENiNpMTG2ntQ,0.10817060966669899,0.3526808572868532,0.1306500968795717,0.1536244107137796,0.12212169269381559
5Qoq8cif3nMCQUN-urH8YA,0.21966573202675674,0.08919981696202409,0.3299921897041868,0.199451939018509,0.23323283160372388
V9DPZmn2irq3hC-X4vxaBg,0.2371757428828319,0.30479886626070835,0.3737879850608859,0.40083643471054803,0.4903705807516909
htiB-auOhxa6YTp9bAb6lw,0.27567949971676425,0.25454328830183043,0.13240856648793253,0.1599184537414772,0.1963529084029478
LOEZ8zDGly7s-laA1OBIEw,0.26029299479258555,0.3650066065167923,0.32843361094685497,0.42843879609755015,0.31584518282301194
pZyysYRFHP0oCOf6e1bVuw,0.29652862602937413,0.4490625857508012,0.534543812785849,0.4453581315173781,0.3623169809561118
cPOAwA2qP0ihB6R783Kf_Q,0.4063972269893838,0.24078948769460704,0.19812160266982945,0.24838189755865084,0.22336041833925355
lOKgoQtMhnlf6hWvrOiMtQ,0.13292049171588521,0.18967148482391527,0.1422001631050351,0.22965890700847974,0.527241799120367
Wrjz_LLqFy692cyXhIO0jw,0.22776218191192704,0.27615379699544296,0.26956703211923794,0.34066637215236906,0.2753376084361693
lcGQQi3ioHzeZDsEm-o1Jg,0.36078251636541186,0.32213333650084475,0.3941154887409171,0.2776044983100601,0.5203101523400514
xFkUn2tIJY0vkcm1Hl5m_A,0.15809688644232078,0.09063013266006578,0.4007054903409616,0.09009744439755947,0.16574301480396192
KoZVFpkJzoNt4DCxi5Fzww,0.20495466817244332,0.3269672542426315,0.2354283472129026,0.2904806320380489,0.22948506257828669
wNJpk_DvWyqEJfNXhpr2WQ,0.18602322961713402,0.1986796057844662,0.1522706345561194,0.43063171412950935,0.4813382755723412
0hudPyuCBlKg79OwKBw-eQ,0.2222323152106426,0.1360615245627173,0.13862184904294386,0.19331480852377753,0.31659853486848244
MH3WJlnNHKWCpZ2q7YbuOw,0.4716426163670417,0.33645209639343465,0.31611908021891166,0.31979419620012683,0.4990576308088594
cefRDEK5O3t_iUuwnmL27Q,0.16887811591096058,0.3212495281153922,0.3894707682565954,0.19431555201693548,0.19089673621226416
Qzbcq82RJKIcAl0HSoSBJQ,0.1476285336063866,0.47436368672896567,0.3324137444164873,0.15657730982062149,0.20005703791354426
zcPzZJqpyOTEnBNRt8L68A,0.4463848583567402,0.39113140064302987,0.6274827183772451,0.508896145453208,0.288588495849869
hNSvyreISNd9XXrHyyaSjQ,0.14416935517477603,0.19383096354935045,0.2671417710744684,0.21196503411143255,0.40176491490863064
zzUj3ej4vm_DtvRxNvWDEw,0.17997398198977194,0.24134827321423197,0.2778270394897005,0.2720243026475993,0.332326869357568
0gOE-DJOhWavRI6qQryGhA,0.21044084599541119,0.21967017154392404,0.24118687003331685,0.317865758498228,0.2892546804258524
Lk2I8GTjKLd_R1drktNWNg,0.08523841943906076,0.26797692235809306,0.07419798707097368,0.25724296963554116,0.15800737468400078
rxA9c0_XObabVL1WCTA4FA,0.12749527066156507,0.10591423555462705,0.3028476922719337,0.11691453519091136,0.30985245903623454
_Gv5HPQBM3fzI9bOUYFYuw,0.34885640924022504,0.3412155887334367,0.1877807850773535,0.21664831901847723,0.19505719781297204
4oWEqa3paBylDXRfTPB-bA,0.10930351544421184,0.25553812063778464,0.1902457010026404,0.16225976175124626,0.2541644177300494
0EeciPtb--c42OUE7Nm9mg,0.15967086404740136,0.21914892597982844,0.18838754436260155,0.34777694045368196,0.17782820895409548
7Cm5SCTu7LePBCXTUaEiwQ,0.28659928297576415,0.09444267772650783,0.18528592745078926,0.2197235116328866,0.22500700273515198
vOQ37XBxWePPfS5HJ7SoHw,0.15324217730987902,0.19974551161687204,0.29999649489205726,0.2813533368188076,0.1278550761168557
e41TP5cXZqSrz50xCBJqZw,0.09202805676681343,0.26169897425099337,0.220181677684407,0.13027284313486692,0.3002909731474013
CN5nuUQod0f8g3oh99qq0w,0.27771993064588707,0.23412682797737647,0.14482589217902309,0.24129539865080044,0.1994679361092508
QyvDY1cMrj0EXKUiPs9A4w,0.2011674736812318,0.2361275980760659,0.3488073630272142,0.288274627018449,0.253375741251166
Qa4eXuZ1IFPwnVXJcpZWtw,0.3042602557926381,0.07987259043375262,0.17367736853162605,0.30864640283599665,0.1501713810957282
qcqDjeirxvdgW5kQVkEwSA,0.1207697393198717,0.1254361835308863,0.256530371481484,0.36688443531232856,0.3723116099867559
rKBqoXbY70awQP6p68e1_w,0.18287459726423164,0.20157931298427625,0.2807404338605707,0.2519917545544164,0.14867330469694162
FySLcpQNaDK_wrKmZA02cw,0.0,0.0,0.0,0.0,0.0
CR1sV3ICjh5J15kOeVLJCg,0.5230985111802502,0.8375320736135139,0.4867913614633809,0.4146429054335054,0.32230844204268727
sXg2NCfiCqK_X_4R5NK_jQ,0.4145746764940606,0.20902875667027437,0.2900004373827406,0.2171378498311455,0.5176300069742381
k5aNwdk3zeZ1JmEseZfg5Q,0.3993537754083031,0.6192299539466385,0.31011540992641456,0.5838997441680407,0.285642295782617
UdBOTGSbC6VOhUg6l9OwXA,0.947576214508386,0.4636829857079043,0.33444243180461264,0.38787302053725004,0.3570978316140833
4wtqTzXPPp_6vBfFQKiTGQ,0.2854236561888454,0.1242986859524594,0.12353216945630599,0.22498142056269704,0.23071650851136297
bYpvggRwXGo633zikMOANw,0.5144396092014477,0.3802186739949872,0.5922026772284422,0.37075302941270377,0.26426767219263253
JK_DiDwbl7HX5OhCAh3h4g,0.23233445477444925,0.1345107540470544,0.13352254263937333,0.14009189884694614,0.2753197563319276
Aq4bCSpn6rWRNDWfHh2WfA,0.298179020692767,0.17413045077017644,0.2099917055529137,0.1761663765095967,0.32692617702554516
zBrm-ejSU0QwDlpFyCs9zQ,0.39228255988083627,0.2930366191838385,0.20801593504228882,0.3680982482531991,0.41358853185130573
CLNqviorDO-pQvxTTy3kbA,0.1528230087196367,0.32766200375780813,0.4326142011626135,0.22939828682701113,0.22701581575712232
J01oX1zLdkV5doNupaTaiQ,0.34611321102008186,0.34027980858170703,0.6677543078860653,0.5916274429249228,0.33084739400701196
