business_id,topic_1,topic_2,topic_3,topic_4
rBo_suDMdGmFQ0TtYg3b2Q,0.3241367274816091,0.3606442031308794,0.19110112086157408,0.30896024271058675
-L9TeQN_JgLBvqf9wmsBVQ,0.2997298389611188,0.3828474164061094,0.39367021787464623,0.4801954488256575
d8lmIZIqmBC9oPM8y1dc7Q,0.1276408607378065,0.3828843989645385,0.14549562089215476,0.1712804159752052
uqYB53z5GrtzJq8WHTF-xg,0.21706259367970082,0.29358458398052895,0.1618821428740026,0.29809064414606523
4X9tVVQHIewliXqaancfQA,0.06908308005138748,0.22196477391682062,0.24698757804553714,0.1211924421944402
MGYVtKoCsLnuy6iyEuVBgQ,0.3152808388142024,0.24996171426687863,0.3104288725154293,0.4430011743204515
dM_bvkmRli5sbvSik_uDMw,0.3716600203648375,0.33961921115805943,0.37476814683772103,0.4430406730886384
e9sB72njxz87r5TL6kG-Fw,0.2259807848622185,0.2064624206410334,0.1521701912394282,0.26754539010815215
R2gNwPARX31w68wjhuJ0zw,0.1781016972077396,0.45508381500728057,0.13352281304367897,0.16387479282666148
hggVnGwA5042-ABxqeJX-A,0.18379799859534013,0.2642417406428841,0.3790026520524528,0.39016160811043615
VwvIq1dyWje3j1i7lp-8sA,0.209516250054621,0.23884319414811983,0.37341240658731284,0.3486807411121941
8rtd2ZoeNMHjCQQnWuZ-bQ,0.18990242099482013,0.34873223987539514,0.36417886925191045,0.5982031942826029
2S6p5ICNswz_EdgcZk76qQ,0.3422342094808436,0.18425558092657693,0.1919546449026455,0.1867680532505168
i4l_Qr_zIz6PgyDktkf5dA,0.19630023012828113,0.30201254653623344,0.19983530500063915,0.42063077815456196
7wJmtqPXXfK3NB_E8oOUGg,0.5157565116942535,0.26897977461512096,0.37575229304962654,0.3643554412262794
tj1IM_2-ks08bk0JZP95DQ,0.1942254494926754,0.1435750168874766,0.18949387824712843,0.19262350497946387
TvxvsiidWhxS5Uhbp6830w,0.2512577392649291,0.27668622411045807,0.3325358345121866,0.3385539171051439
